x	y
-3.190444796228629087e+00	3.411400211263604376e+01
4.106046360849479271e+00	3.510942170014164532e+01
-1.928286841349004632e+00	1.041450317661430347e+01
4.847760926526060388e+00	4.994540060282982097e+01
8.518499106177536362e+00	1.714737473424670497e+02
6.529328775379465100e+00	9.630258918988315031e+01
-7.403312275628759487e+00	1.529068354815954365e+02
3.370991902780692939e+00	2.534271809039380230e+01
-7.385746863456570388e+00	1.382535140896765995e+02
-8.593929251052252027e+00	2.030650166803376351e+02
-7.413783835963750235e+00	1.392926211245213040e+02
-8.259265748504031279e+00	1.819479136521773341e+02
5.757737875779760373e-01	-5.768292595894065400e+00
6.108679320475161489e+00	9.175776679675509229e+01
-7.703047286364890667e+00	1.576742433747790813e+02
-5.792958812459896301e+00	1.014414685922946120e+02
4.317273445080143546e+00	4.884593983805051920e+01
7.463804990642117332e+00	1.392088529556601486e+02
-6.498398806553593587e+00	1.184009366035171809e+02
8.470667167082840621e+00	1.681163584174161088e+02
-2.110156985262976903e+00	2.011156323391449519e+01
-1.429548470348008138e+00	1.898079629100280386e+01
6.929174002221959228e+00	1.195646099711596975e+02
-3.791691456966413298e+00	4.280856476482369999e+01
-7.675162498028742064e+00	1.525632573308608642e+02
6.730153323286874212e+00	1.110195543214820901e+02
-4.039505898340518542e+00	4.783902873105147791e+01
-7.329190920035635770e+00	1.426172402754290545e+02
2.337628343030324629e-01	-4.460201215347220582e+00
-2.025517536361796544e+00	7.425536225742319196e+00
-9.898280119293737300e+00	2.642231973073613744e+02
-9.844798814425708144e-01	5.587010431934468890e+00
-3.903778783629809901e+00	4.583073467325663586e+01
8.109611265337790087e+00	1.585177745771472075e+02
6.513891782440705214e+00	9.947352837154139138e+01
1.526406072982506856e-01	6.981186193817307206e+00
-6.574507811004586699e+00	1.253363567082086121e+02
-9.812739575052585650e+00	2.659817936586584892e+02
4.341377408371922542e-01	7.627532111292145700e-02
3.922968685488431362e+00	3.794473753007434880e+01
3.697010276060066047e+00	3.908917535567302792e+01
2.018400782653015924e+00	8.212408461337485477e+00
-5.956071630799437244e+00	9.992993958136976573e+01
3.981656918874872275e+00	3.560292552252368381e+01
-5.134255414125910022e+00	7.581410426584136530e+01
3.721962303064518807e-01	6.373065796020490836e+00
-6.323127695970962137e+00	1.066770497093063881e+02
5.143759832346685101e+00	5.616599856340977226e+01
-6.417677577528548838e+00	1.103544647993220309e+02
6.279485850543665038e+00	9.038802371532482027e+01
3.562360443536649157e+00	3.016293547931227437e+01
-8.421823751019354987e+00	1.932994934849499487e+02
-5.997678912412318653e-01	5.309515990212444692e+00
-1.474213835823912078e+00	1.038313719866627949e+01
-8.254718831522961153e+00	1.820149910713757606e+02
7.703828635362263810e+00	1.501416699763072700e+02
1.450075979843177265e+00	5.287162431921692551e+00
1.623141207871906744e+00	1.694342122905390013e+01
-2.367873274410943196e+00	1.941229966996227674e+01
1.382073391357806713e+00	5.231711354781159784e+00
-4.660944640563258190e+00	5.849475656994764705e+01
-2.119795225659924398e+00	2.381902886855261059e+01
4.345224580465840702e+00	3.925230100213770612e+01
-1.442183966907336412e+00	1.391606072724002452e+01
4.870695019546147364e-01	1.086241938195610146e+01
-3.152987312035147482e+00	3.099211081856821437e+01
-7.909465159633148446e+00	1.577857520257254009e+02
8.334524101401449059e+00	1.572250906335127922e+02
7.850180943160300018e+00	1.491546156117012174e+02
-2.743845724955158438e+00	2.422040409440502984e+01
-5.304514742627938872e+00	7.911252461388544077e+01
-6.906161075823236573e+00	1.317757516568701419e+02
2.109709519899993779e-02	2.000059579681571442e+00
6.073550572441831719e+00	8.463458131914369176e+01
-7.967810490184417560e+00	1.730402486815600582e+02
8.581812519219198521e+00	1.823486059241051862e+02
-4.472141789110207100e+00	5.428478377065804494e+01
-4.297888401996252661e+00	6.014658034029042710e+01
7.983603363983721835e+00	1.502221195608002517e+02
8.238829821105710494e+00	1.653713139337337168e+02
9.573112113487873387e+00	2.193988220671901388e+02
-1.116703431636578259e+00	6.228009925655636714e+00
9.006217603937020755e+00	1.976176276312029643e+02
1.421760705778147837e+00	2.966341455307510699e+00
-1.190759832774741511e-01	2.766875941164980368e+00
7.693058228898578932e+00	1.390682128403100251e+02
-6.866056777992781690e+00	1.246691248590544205e+02
1.306209527374683432e+00	5.298045987208019447e+00
2.544149227872921415e+00	1.663264025030662197e+01
7.845923877023636805e+00	1.466519321640247711e+02
-3.313303185938281104e+00	3.127369713180169342e+01
-8.805432430065494032e+00	2.016390103820018567e+02
1.503469086132664501e+00	6.770065554069627289e+00
1.614123981140899389e+00	1.280142384686400803e+01
-5.305120564873721634e+00	8.164528549429101645e+01
-5.807942252358120783e+00	9.328361276068147845e+01
-1.499492583521533362e+00	1.189237466004379051e+01
7.502579029863731819e-02	9.812343102466660749e-01
1.967895138825445756e+00	1.356090404983314102e+01
-3.834694787406187189e+00	5.174263235480100320e+01
-9.812627402255690967e+00	2.531071130361738710e+02
-1.831503832490552597e+00	8.592315768724118286e+00
-1.892103299137236405e+00	1.030992213010396519e+01
3.961078466080818927e+00	4.423683857463872471e+01
5.572531508611884732e+00	7.025390126841459448e+01
-9.555844678609908271e+00	2.457808115921945671e+02
-3.311874003503341157e+00	1.906413410863500957e+01
-3.334069110539699565e+00	3.885119151632006407e+01
7.860460012887994452e+00	1.489782419778418614e+02
3.864752096421854688e+00	3.546236100544226133e+01
-6.738201874519935686e+00	1.121373840679343061e+02
-5.096879727762939183e+00	8.190692645818501205e+01
-5.562721121267452773e+00	8.698648680022277802e+01
-9.521000868503442405e+00	2.393681974024914894e+02
-2.747022877770415761e+00	2.903123775519866001e+01
2.099305022313924241e+00	6.036094453026343842e-01
4.766217574645217780e+00	6.314367976106162672e+01
-3.300859078039155570e+00	3.452564985107162698e+01
-9.713053539060741315e+00	2.491139057982955478e+02
4.757023684022641419e+00	5.224367657962615397e+01
4.853814267867216259e+00	5.005848286496039634e+01
-4.122629626555855964e+00	5.436038157549037209e+01
2.439539774788705984e-01	8.656611759087676106e+00
4.915965523997209985e+00	5.298454622335216868e+01
-8.983742511835590250e+00	2.174124383525200415e+02
5.376013378325817271e+00	6.296304636537807653e+01
1.440351862955937534e+00	6.839590977866423671e+00
9.086507964603207199e+00	1.962705908340707595e+02
-8.155803742270677503e+00	1.819439679564725054e+02
-5.614977290135017007e+00	8.943308454786640027e+01
-3.109702946343819718e+00	3.516227427695887542e+01
8.927243789524503370e+00	1.977603543949641676e+02
-6.302411478062255767e+00	1.129439519040172399e+02
8.939699166034674960e+00	1.990647749107315008e+02
-6.074459154128827976e+00	1.011264153890218296e+02
3.233377779573327615e+00	2.113464430121669935e+01
-5.044458902316238280e+00	7.557916183463110826e+01
9.473516181466074215e+00	2.218375023586219470e+02
6.301418907317607676e+00	9.104689396553177971e+01
-5.626687847233373674e-01	1.123556617783676437e+01
-3.190578751241501365e+00	3.225198254124964592e+01
-1.806019913421790690e+00	9.476418154606701449e+00
-2.386062453029822450e-01	4.375619903538692235e-01
7.642271327203449260e+00	1.400707451547873461e+02
7.490943413885958080e+00	1.390014769863103368e+02
4.958791798517168559e+00	5.896929438870006379e+01
-7.639002297213625781e+00	1.573598103227184595e+02
-8.476264529217306887e+00	1.939922216828890100e+02
4.554000032479086357e+00	4.070895992993354895e+01
7.294438997606384589e+00	1.270015717416231666e+02
-8.071661439743218480e+00	1.648659276170893975e+02
3.421105596333333665e+00	2.812380057698474900e+01
6.495381751730413100e+00	1.028940824372614458e+02
-1.594541457251910543e+00	1.307521942184516028e+01
-7.636840789544430130e+00	1.552858977623266128e+02
-8.126312521062393657e+00	1.802110669535507554e+02
-3.668565676571784451e-01	5.036781678758699421e+00
-9.687068271403528996e+00	2.462752593334337519e+02
9.801735539705624944e+00	2.307691190731872553e+02
7.822435481211119424e+00	1.347942730905607505e+02
7.108404579049327765e+00	1.160296218105736301e+02
-4.608523018743298394e+00	5.426329018815087579e+01
4.647900678107934169e+00	4.286930629791127956e+01
5.813540244840245563e+00	7.849872347900162595e+01
2.943818646388331572e+00	2.435339704099891733e+01
-2.036532679467311091e+00	1.422349586211606187e+01
-5.838472342888563205e+00	1.014204731810272477e+02
-4.833942384045410989e+00	6.255900436248026608e+01
-5.100440663617531456e+00	7.404862393539292498e+01
4.161759225446800770e+00	5.017355322053908395e+01
4.407345446966504099e+00	5.116607125311470838e+01
4.478628057474567825e+00	4.762924388306301893e+01
4.971377284591824264e+00	6.446023220680646659e+01
-6.224611535615684588e+00	1.112482994915979475e+02
-1.316353714013942522e-01	6.155574117041158644e+00
-9.216893945658181764e+00	2.323459272115711656e+02
-3.782390560249366374e+00	4.683625071032128062e+01
-9.526559225674375853e+00	2.417379184027442705e+02
2.028516497018886255e+00	9.514254397081197467e+00
9.356044453398521199e+00	2.223102559512353196e+02
-2.522125015873322162e+00	2.282861923102752044e+01
-3.892879374218136235e+00	4.234575563151307875e+01
2.394067473015617509e+00	1.882532712538512953e+01
-7.624704293296302282e+00	1.552390585527532210e+02
-3.205352824594005057e+00	3.437874902312488246e+01
5.577475573840473544e-01	8.948405407537768141e+00
3.429679407237923527e+00	2.602060792229558928e+01
3.167114435584503340e+00	3.861706469548542486e+01
-5.661636734666806170e+00	8.226619593414589815e+01
-2.722088322591971199e+00	2.196602672185219518e+01
-7.849504823827670563e+00	1.596014314412780664e+02
-2.155871661624537694e-01	4.752038324163557093e+00
7.210222586838760606e+00	1.285776565559532401e+02
-3.234685144999669859e+00	3.113348790812902678e+01
5.358691870339724161e+00	6.936253498018299979e+01
2.982542852826867374e+00	2.694203592555525262e+01
-1.212598639828319946e+00	7.197324270765546039e+00
1.133199357301569066e+00	-2.099664457189895472e+00
-9.355903466222025955e+00	2.280483698789636549e+02
9.395883375625107448e+00	2.115777317412449747e+02
7.504727763742039315e+00	1.426946827525239883e+02
2.875433558357604724e+00	2.231656210327757961e+01
-9.118905260502589982e-01	5.171284192264609558e+00
-2.810493380103249450e+00	2.998898800482544047e+01
4.105033219922340493e+00	3.261331180400068774e+01
6.494065018129845157e+00	1.022134638005118461e+02
1.550227034154744388e+00	9.516504612264547802e+00
1.997261588630705020e+00	1.021652767369117676e+01
-8.252325836404983406e+00	1.871442703760162942e+02
-6.720891107156745647e-02	7.567678870730125240e+00
9.723790821815121888e+00	2.352434181098706745e+02
-8.703658700677920024e+00	2.016608006167148517e+02
-1.904985702486435173e+00	9.150850527936526646e+00
-7.628096787622462571e+00	1.604276529693212012e+02
-8.122317606478191010e-04	4.516685968377828431e+00
-3.974030582352283680e+00	4.907263074498100508e+01
-8.254296632335567097e+00	1.802619344316010768e+02
-2.001334320022385427e+00	2.015699506554394560e+01
-6.638138108107920488e+00	1.134509679861476457e+02
-9.137441344018693457e+00	2.222598630144237006e+02
7.111432053032082479e+00	1.169425839690011912e+02
2.460947768288237469e+00	1.578634425624844084e+01
9.166197292357338711e-01	2.758809922808196369e+00
4.079196375711937606e+00	5.348917792092872503e+01
7.674877457675076897e+00	1.471067619959604542e+02
7.029580085250202615e+00	1.236377676478399223e+02
-2.465774257252483892e+00	2.267207213682377187e+01
-3.349753935325896492e+00	2.399511253640297781e+01
-8.385545708354218419e-01	-3.005709204799963175e+00
5.010249840653244746e+00	5.481304248877268748e+01
2.007274259077252765e+00	8.624470601772149081e+00
-7.804607421881579299e+00	1.579872423482380555e+02
-9.477882597177959667e+00	2.444012804291687075e+02
-9.651767655211747510e+00	2.467603641392427392e+02
-7.282359929722259650e+00	1.402064812210285538e+02
8.965374490151024389e+00	1.976714370858841789e+02
-9.729975989453990337e+00	2.460556560455972317e+02
1.687425887509974132e+00	1.009167196510618680e+01
2.671293069728516656e+00	2.090658252140354278e+01
5.632236660316735311e+00	7.420485491452841131e+01
-8.477723816138295732e+00	1.927857660791616183e+02
4.989232345728428442e+00	5.400305954588093016e+01
1.555816070264594231e+00	6.981365561929574248e+00
1.181684651867552560e+00	5.054496274334409733e+00
8.461423987464236518e+00	1.715852608720470585e+02
4.934702264796166915e+00	5.289994487981542903e+01
6.247112275841214313e+00	8.428691986548675175e+01
-7.852627779775314565e+00	1.593866091332823203e+02
3.524797481251422226e+00	2.836720941783592309e+01
-7.727927499845392845e-01	-3.620387907004541717e+00
-5.073448829475355026e+00	7.379386027678904725e+01
6.019711540152616891e+00	7.922630687070623878e+01
-5.875301303279771403e+00	9.913057780623393000e+01
-3.380080639285216293e+00	2.558859055341476818e+01
1.577547034437873918e+00	1.959490725433134628e+00
5.937311158399634081e-01	-2.498626513956995421e+00
-8.894716857972442270e+00	2.162961532323225242e+02
5.257308430202654037e+00	6.339172671198789999e+01
-4.783673892934228178e+00	6.175739836709352915e+01
5.888326078069315628e+00	8.192420172330835726e+01
4.310919924799360814e+00	4.743007720746819444e+01
-6.673650099257358193e+00	1.268609446516856707e+02
6.123127862693554135e+00	9.523858510263572441e+01
-3.580658930774642812e-01	9.682285474985654616e+00
1.739162841861983111e+00	1.426446321569633113e+01
-2.178072002240904581e+00	1.293977820863520378e+01
7.993547293628111561e+00	1.530939825978037447e+02
6.178397844773186875e-02	3.707314024228169913e-01
-2.674456482908307287e+00	2.730234455377890512e+01
1.692848407444657255e+00	2.099679743560606937e+00
-9.278500880639965587e+00	2.293985892980863355e+02
3.317208641657931167e+00	2.792276487084318859e+01
6.290599011706031973e+00	9.408160910164534130e+01
-5.874957367489774818e+00	1.003063973980237904e+02
-8.082344853046826927e+00	1.747122748458520221e+02
-4.475549651201003343e+00	5.831811114625132575e+01
3.521793096290174674e+00	3.028716768418807703e+01
6.191245207601543399e-01	-1.274547474163679972e+00
8.719726198539913042e+00	1.860696616282999400e+02
-9.758972463643729611e+00	2.471617022258704992e+02
6.092945311980994205e+00	8.094564905720608294e+01
9.413652419277980243e+00	2.127584359650678891e+02
-3.249084375128525437e+00	2.743190060721999757e+01
-4.217237060189056308e-01	6.083857573003234265e+00
-8.387739501872879089e+00	1.890253150068654975e+02
-1.618853628534431266e-01	1.347354951674242507e+01
5.411750837720415319e+00	7.016502877456215970e+01
1.471964076256961462e+00	1.910267784618679521e+00
1.879243748163066385e-01	4.616162421556818884e+00
2.108878926402386611e-01	-8.712776055544027010e-01
-7.870900359575959016e+00	1.731705368098648705e+02
2.698397933546758054e+00	1.770463297332849351e+01
-8.089237532620686011e+00	1.809065137842778483e+02
-2.585590055159896039e+00	2.315389221509204631e+01
9.610080659757858967e+00	2.284317439360610820e+02
-6.689113866086247029e+00	1.270042104093531350e+02
7.884855840538076421e+00	1.411949687084965319e+02
6.750345975853733194e+00	1.112775340490462952e+02
8.488199021178395753e+00	1.761658023686403567e+02
4.824217008842651921e+00	5.104528087206810483e+01
-5.977202166402689087e+00	1.015457464034544586e+02
1.763163565812593703e+00	6.822202208962336201e+00
3.719662006233452445e+00	3.503983844856551855e+01
-2.458874802514829483e+00	1.696647506517114934e+01
7.331478933906176110e+00	1.286481314256205621e+02
1.067331458419452872e+00	2.757572014277656969e+00
2.897125881431250605e-02	-2.389685313671085609e+00
-8.698423496020366130e+00	1.948392054383381549e+02
-7.897407517654288611e+00	1.566340758392312864e+02
9.816796352191282438e+00	2.369171851604342294e+02
5.567891959920814315e-01	-3.517286316894901343e+00
-3.816400093737531307e+00	3.763216787303110777e+01
-3.494008748470491810e-01	5.342262651357779113e+00
2.207008057143678315e+00	1.953483965194286753e+01
9.231509027495334863e+00	2.098178537898243690e+02
4.005579144069921327e+00	4.287105186077133112e+01
-4.994518983554065983e-01	1.509584127624886563e+01
3.645528534965798428e-01	-7.631405493632406056e-01
2.806325211777483730e+00	1.158246248150171454e+01
-2.320044345549112208e+00	1.996939730959991977e+01
5.452714987403965097e+00	7.816853741349370921e+01
4.397020689379935732e-01	-7.237588317144393990e+00
-3.317426387358826112e+00	2.825246094519723172e+01
2.609090084902373263e+00	1.990456794240910554e+01
6.963838579911811877e+00	1.137784763404529684e+02
2.818986837946448887e+00	2.276131418688841990e+01
4.206832209591937044e+00	4.608333772233338976e+01
8.011305181169088740e+00	1.597351285782715991e+02
9.476485604579323763e+00	2.150695726565291466e+02
7.023578316590388226e+00	1.146979078270453698e+02
1.546272456641830217e+00	1.614787517732052180e+01
-6.063144571010015582e+00	1.032162941546600052e+02
-6.359762715263393318e+00	1.082654907447798251e+02
5.099167818231043370e+00	6.486870267457632622e+01
7.374652716661781682e+00	1.289064797735393029e+02
6.474614270009027450e+00	9.889514795916360868e+01
3.979560241527353881e+00	4.149263324479258586e+01
-7.822548483152331755e+00	1.604641128641090972e+02
5.886009328210574765e+00	8.051032273884418089e+01
1.965651255218610061e+00	6.515202640798822387e+00
7.117276963627510611e+00	1.238050361091439413e+02
3.087748045382552320e+00	2.200072198485374031e+01
7.785182435500619391e-01	5.035906623524630810e-01
-2.379231816146956113e+00	2.407123284235671434e+01
6.473396951690613577e+00	9.984227177699925448e+01
-3.126390027424021945e+00	2.440357814041435347e+01
-1.182886645829002603e+00	8.536588040008506795e+00
-7.749808593141835900e+00	1.580458234597289220e+02
8.938836436845708278e+00	1.958988030931558342e+02
-1.769270858422810733e+00	2.231072800253034671e+00
-1.770546910413008490e+00	1.392001226409151826e+01
1.046032591739212592e+00	1.094784183165748104e+00
3.945377561830930802e+00	3.752724548923817594e+01
4.426257786002157246e+00	4.308806695411612964e+01
8.290419179903139479e+00	1.684921542490375543e+02
7.980394007851646876e+00	1.517327070501318929e+02
4.265377250127462716e+00	4.708445777029717760e+01
7.663657127657110379e+00	1.418969335950750974e+02
-5.451827165162683286e+00	7.921679484608731059e+01
-4.155123735961209874e+00	5.590451387284066698e+01
-4.574707415152127865e+00	5.895751059008549078e+01
1.058081723408905717e+00	8.558795289100711301e+00
-7.459427273709849260e+00	1.535983554754630234e+02
9.295263607695719799e+00	2.041918257058933932e+02
-1.528217159282219129e+00	6.403631118577710168e+00
3.359084537559324346e+00	2.528351739019997879e+01
1.940142142545919768e-01	2.531003955356297297e+00
-6.824516359761261697e+00	1.317468149783964861e+02
3.634778114129808557e-01	1.386909429136403915e+01
4.379277408493145174e-01	2.931691605737345885e+00
3.971143813761887742e+00	4.090483052175229517e+01
-8.937089428520261336e+00	2.078885284457122395e+02
7.838201745015748401e+00	1.503849877625723082e+02
2.694465900534526170e+00	1.664576817859461499e+01
4.343250753367051686e+00	4.341595555355488756e+01
1.504369673031479948e+00	1.099835323357550543e+01
1.408219251886482226e+00	1.571140646928555640e+01
-4.831890124984521862e+00	5.953748407040094293e+01
-4.078590463034470481e+00	4.994110650865797396e+01
-2.590419064865240983e+00	2.258841356803637979e+01
-5.713270556839360026e+00	9.411731316848526774e+01
-2.987253252270334336e+00	2.498786782148908259e+01
-8.792795710652917762e+00	2.102766186775137385e+02
-2.122751524766535169e+00	1.903328205942769102e+01
1.958419071167829983e+00	1.017934728441205472e+01
9.861262819860240114e+00	2.336747884911263213e+02
2.666837671485799532e+00	2.284049954506689772e+01
3.081105448364350963e+00	1.340642135494212361e+01
6.280826254090786875e+00	1.029188510814781239e+02
-6.480232986283627206e+00	1.103398095166502060e+02
5.985537310310375503e+00	9.233382551505206948e+01
-6.387818426904711799e+00	1.155309521086098670e+02
3.948357037715588547e+00	4.546055632813597214e+01
6.448051753831030908e+00	9.768877687745400351e+01
5.596556648165211811e-01	1.429607585105320666e+01
7.926377302786725920e+00	1.576347686698557879e+02
7.980879151633590851e+00	1.456338572206589674e+02
8.466825980423745790e+00	1.719456330637204928e+02
-6.002301418457420823e+00	9.808314614745232518e+01
9.685833113847301945e+00	2.149919804790243347e+02
-4.570627600224570486e+00	5.802921640585537233e+01
2.762879265496085424e+00	9.808142514007721857e+00
-6.824282745358605240e+00	1.395606932709901002e+02
4.839958201836378038e+00	5.538800407066936060e+01
4.509864650495782001e+00	5.004399596858699795e+01
-3.694400334181064949e-01	6.002961790214755844e-01
-1.926493636000412124e+00	9.174842211301408312e+00
1.353059810342578828e+00	1.487654648051218942e+01
-3.713135251214483290e+00	3.806767963959988066e+01
-3.799882970691015771e+00	4.056780728553164295e+01
6.116607869919235441e+00	9.726536914073004425e+01
7.695352508536149827e+00	1.397988735131835938e+02
8.252445359114791046e+00	1.658563762260698127e+02
-2.652544990895753685e+00	1.818692621988718372e+01
-9.755974354535386084e-01	1.128804993693183789e+01
-6.751841071070394662e+00	1.161714188903008846e+02
-4.207981286555964040e+00	4.937794311519765245e+01
4.918583598671981250e+00	5.938168627767821306e+01
-4.603069235044543461e-02	-1.513983193528794402e+00
-5.596007495090842276e+00	8.929283483950915468e+01
-6.201992217182796807e+00	1.062822776941089558e+02
1.905824231771935828e+00	7.951805962116971216e+00
-6.500207979634513578e+00	1.221965918608980246e+02
3.305069334327981778e+00	3.297663939023676960e+01
-9.190291905918673621e+00	2.166532027095154547e+02
-6.919943558736472156e+00	1.260353088466784612e+02
1.377068545854882586e-01	3.620462233313059386e+00
3.094486700579198057e+00	2.842648099680612717e+01
8.104098726784705775e+00	1.594150505323635230e+02
6.348673925014143293e-01	1.799213134618676690e+01
6.838578303140881332e+00	1.129325390664204889e+02
2.934327246502924424e+00	2.064734144022904871e+01
-6.883323050477283545e+00	1.222105425070893574e+02
7.770923691718500947e-02	3.123899564663568551e+00
5.258138797912323525e+00	6.211860218507955267e+01
-6.742914491662816978e+00	1.184914323046971703e+02
-3.896256774207802920e+00	5.249997469001067429e+01
-6.238340992740663005e+00	1.070450270147715486e+02
-6.678505054553571796e+00	1.251088447802995773e+02
-6.726840992167575806e+00	1.188342527855658091e+02
9.276967718769455473e-01	1.770979696170442708e-01
-4.216748157418088283e+00	4.109319287568440160e+01
-1.020963883840353859e+00	-1.940833985576817078e+00
7.483275267355914195e+00	1.348557612401789640e+02
6.890937259920406177e+00	1.073577727921254592e+02
6.059379107887686189e+00	8.746657291170153314e+01
-6.200263508303018867e+00	9.054704919359694770e+01
3.164530975417484626e+00	1.868637113333154431e+01
-9.029811504889920570e+00	2.103182619989520958e+02
6.396110185534233494e+00	9.949899877184638797e+01
2.589908559101807839e+00	1.528529004011131676e+01
-6.871533311430879643e+00	1.286296122363147845e+02
-8.930484086708219138e-01	2.482510283688965647e+00
2.919561820627594173e+00	2.104334499431446659e+01
-5.256888650595614720e+00	7.695559028285789793e+01
7.630553087814689661e+00	1.421514112701198087e+02
-3.657453324446439780e+00	4.290602440445615429e+01
9.893273840443526979e+00	2.363497800652975229e+02
6.711125578075552767e+00	1.080512725356839354e+02
-4.970896151686887698e+00	6.711272473216109802e+01
2.003112953441135602e+00	4.067973806850321949e+00
4.957591503278301559e+00	7.207123379394727181e+01
1.685218958181906146e+00	1.172843076107940874e+01
5.421309131154941952e+00	7.204623998553778108e+01
-1.631301950554423286e+00	8.227799111389289877e+00
-3.829523143117585349e+00	4.634468448080328074e+01
1.803602435207700694e+00	1.299272235472105663e+01
-7.699158182404620021e+00	1.524051046353710888e+02
4.405918664365612969e+00	5.215607427358953885e+01
1.772810280713507325e+00	9.503730040525043776e+00
1.027859271670692465e+00	1.626058066948949943e-01
-5.561078742076426273e+00	8.451667589114384782e+01
-5.030569100434791885e+00	8.365377531019535695e+01
-6.204626656926603978e+00	9.739037061682540752e+01
6.142844101057796991e+00	9.105118928339712170e+01
-4.239668211940803566e+00	5.638755612776933646e+01
-1.561705673942409334e+00	1.564985975620455250e+01
-7.949433607377338618e+00	1.682810717826551752e+02
-4.027919292094606085e+00	4.109198180858621186e+01
8.618401809304806704e+00	1.827479985728195970e+02
-3.675311992421208984e+00	4.445284441607184078e+01
2.322170221280867253e+00	7.028010450477830240e+00
-5.747322587732530685e+00	9.671436391003905442e+01
8.856301181282766777e+00	1.903840989863184916e+02
-5.995116438719159113e+00	1.016815364340566816e+02
-6.096472433019353154e+00	1.051006099420980036e+02
-2.351280325388471759e+00	1.650835945587869347e+01
-9.724966936493109060e+00	2.540830293953930834e+02
8.291650106414863330e+00	1.729043554454412117e+02
1.478332926403052028e-01	-7.864400115958929405e-01
-8.454676522620871992e-01	1.193048932490166081e+01
-9.878959452858309120e+00	2.528416994632383705e+02
-9.647799452433908129e+00	2.433288474599255267e+02
8.048214460499238498e+00	1.538251516021537952e+02
-4.558404301320873486e+00	6.517521594199061497e+01
7.479100836120025519e+00	1.370833094792711506e+02
7.433886038157876186e+00	1.345066203462500880e+02
-6.952260743039440527e+00	1.233478457344038759e+02
2.683185914878960077e+00	1.589922595477654355e+01
-2.974903397227828705e+00	3.464747182381379531e+01
-5.946353574506078488e+00	1.011546430166958288e+02
-4.655474243491735109e+00	5.495779445798987695e+01
-2.184882849245362024e-01	4.144386749223579969e+00
-5.718919032636229360e-01	-2.723366867886838349e-01
-6.592386122231612688e+00	1.276738998772365505e+02
7.409248467099146751e+00	1.326878565078578447e+02
-7.872983592878508574e+00	1.607360383510609267e+02
-3.643876576241760645e+00	3.393216015275084629e+01
-6.517482119417818964e+00	1.170163466292151213e+02
-2.938493721843657980e+00	2.095329129421976688e+01
6.267101219435065929e+00	9.483393673229461740e+01
-2.647220840104960615e+00	2.200040063076025021e+01
-9.698289382190372621e+00	2.507857209935476135e+02
-4.032638454015103235e+00	3.916170222983269156e+01
-2.627922927062689595e+00	3.567280409781346862e+01
-1.591716355359366730e+00	1.335504324043647983e+01
-4.258929676840573109e+00	5.142164632959598691e+01
-9.358164338700220242e+00	2.203445295971207258e+02
3.652262609944951777e-01	-5.894888600592116390e+00
7.762023013312262520e-01	9.489520990301052450e+00
-4.069267417629829353e+00	4.798421197580061914e+01
4.576206754436675794e+00	4.045213794250581429e+01
-3.918352600842855971e+00	4.793615915297436203e+01
2.968037844721935770e+00	2.006508988306334018e+01
-1.549517802979345049e+00	1.315417821646820151e+01
-1.947536320057208670e+00	1.816879617894766596e+01
6.135819140331093990e+00	9.848760572285392811e+01
